"id","session","grp","match_id","id_unique","name","time_start","time_ready","period_time","started","round","age","gender","major","education","country_origin","ethnic","native","religion","nb_rounds","grp_size","session_size","duration","min_duration","max_duration","ready","endowment","crate","crate_sp","sufee","scroll","refresh_time","v","k","r","earnings_game","q1","q2","q3","order_slider","nb_pay_social","nb_slider","social_pay_own","social_pay_other","nb_pay_risk","risk","risk_pay","nb_comp","comp_1","comp_2","comp_3","comp_4","comp_5","comp_6","correct_comp","B5","final_pay"
"1403","15","1","1","147.156.150.45","l62","1568967439",NULL,"30","100","7","20","0","ADE","4","203","0","41","1","6","50","50","148,305,109,171,150,251","60","360",NULL,"400","110","50","5","9","2","10","40","3","867.9","Intentar ser el nodo principal para ser el más beneficiado y en caso de no conseguirlo, enlazarme con el nodo principal.","Intentar conectrarse a muchos las primeras veces y después, conectarse al principal.",,"1,3,4,2,5","5","6","99.6","6.8","2","0,0,1,1,1","1.6","5","6","4","1","1","1","1","5","3,4,2,4,0,4,1,3,3,4","17"
"1447","15","1","2","147.156.150.10","l14","1568967562",NULL,"30","100","7","18","0",,"4","203","0","41","1","6","50","50","148,305,109,171,150,251","60","360",NULL,"400","110","50","5","6","2","10","40","3","620.1","ser el centro de conexion","conectar a todos los nodos",,"2,4,5,1,3","4","6","60","0","1","0,0,0,0,1","1.6","5","5","4","1","3","1","18","4","0,4,2,4,1,4,1,3,0,3","13.9"
"1414","15","1","3","147.156.150.43","l56","1568967469",NULL,"30","100","7","21","1","Deporte","4","110","2","8","3","6","50","50","148,305,109,171,150,251","60","360",NULL,"400","110","50","5","3","2","10","40","3","691.5","intentar mantener durante los 6 minutos de experimento al menos una conexión que se conectara con muchos otros, así sin tener qwue gastar casi mis puntos","La misma, menos algunos que hacían de centro de la red",,"4,1,2,3,5","2","6","40","0","2","0,0,0,1,1","1.6","5","6","4","1","3","35","1","3","3,3,2,3,1,3,2,3,3,3","14"
"1433","15","1","4","147.156.150.60","l78","1568967510",NULL,"30","100","7","21","1","LEINN (Liderazgo Emprendedor e Innovación)","4","203","0","41","3","6","50","50","148,305,109,171,150,251","60","360",NULL,"400","110","50","5","9","2","10","40","3","762.9","Intentar ser el punto que estaba en el centro, al que todo el mundo queria conectarse","La misma, intentar estar en el centro, y sino quedarse apartado y tranquilo",,"1,5,3,4,2","2","6","40","0","1","0,0,0,0,0","1.6","5","6","4","1","3","35","1","3","0,4,3,3,1,4,1,3,3,3","14.7"
"1401","15","1","5","147.156.150.56","l71","1568967431",NULL,"30","100","7","18","0","ADE","4","203","0","41","3","6","50","50","148,305,109,171,150,251","60","360",NULL,"400","110","50","5","1","2","10","40","3","701.4","INTENTAR CREAR LAZOS CON LOS COMPAÑEROS SUELTOS PARA PODER CREAR UN NODO Y ESTAR EN EL CENTRO PARA OBTENER LA MAYOR PUNTUACIÓN POSIBLE.A MEDIDA QUE IBA PASANDO EL TIEMPO, SI VEÍA QUE MI PUNTUACIÓN NO ERA MUY ALTA, ME UNÍA AL JUGADOR QUE SE ENCONTRABA EN EL MEDIO Y EL CUAL COMPARTÍA LAZOS CON TODOS , YA QUE ASÍ ERA LA FORMA EN LA QUE OBTENÍA UNA MAYOR PUNTUACIÓN ","INTENTAR QUE TODOS LOS DEMÁS SE UNIESEN A ÉL Y ASI SER EL CENTRO YA QUE SI UNES A TODOS, ERES TÚ QUIÉN OBTIENE UNA MAYOR PUNTUACIÓN","UN EJERCICIO MUY INTERESANTE YA QUE POTENCIA LA TOMA DE DECISIÓN DE CADA PERSONA.","3,5,1,4,2","4","6","40.2","39.6","4","1,1,1,1,1","3.85","5","6","4","1","1","19","1","4","1,3,2,4,2,3,0,2,0,3","16.5"
"1435","15","1","6","147.156.150.29","l35","1568967517",NULL,"30","100","7","20","1",,"4","203","0","41","4","6","50","50","148,305,109,171,150,251","60","360",NULL,"400","110","50","5","1","2","10","40","3","526.9","Desconectarme de los nodos que me generasen puntos negativos e ir probando conexiones.","Intentar que los otros participantes se conecten a ellos.",,"1,2,5,3,4","3","6","53.4","6.6","3","0,0,0,0,1","1.6","5","4","4","0","3","18","49","1","2,3,3,1,3,4,3,3,3,2","12.6"
"1443","15","1","7","147.156.150.21","l26","1568967539",NULL,"30","100","7","21","1","Relaciones Laborales y Recursos Humanos ","4","203","0","41","1","6","50","50","148,305,109,171,150,251","60","360",NULL,"400","110","50","5","5","2","10","40","3","728.5","Conectarme con nudos solos ","Juntarse con el participante que más nudos sin ninguna otra conexión tenía.  ",,"1,5,2,3,4","5","6","80.4","13.2","2","0,0,0,1,1","1.6","5","5","4","1","3","35","18","3","3,4,2,3,1,2,0,4,1,3","15.3"
"1442","15","1","8","147.156.150.23","l38","1568967535",NULL,"30","100","7","18","0","International business","4","203","0","41","4","6","50","50","148,305,109,171,150,251","60","360",NULL,"400","110","50","5","7","2","10","40","3","661.9","Intentar estar conectado con aquellos compañeros que tenían bastantes usuarios conectados con él y intentar enganchar a esa conexión a los usuarios que no lo estaban para así conectar a estos usuarios que estaban más separados y sin apenas conexión con los otros usuarios a la red. ","Creo que habían especialmente dos estrategias, las de aquellos que intentaban crear vínculos con mucha gente para así ser el centro de todos y ganar muchos puntos, pero esto obviamente solo lo podía conseguir uno o dos participantes y después estaban los usuarios más conservadores que intentaban solo cogerse a esta red de usuarios para ganar una cantidad media aceptable.","No me esperaba este tipo de experimento, me esperaba más una encuesta de elegir entre decisiones.","4,2,3,5,1","1","6","0","120","4","0,0,0,0,1","2","5","5","4","0","3","19","1","3","1,3,1,2,2,3,1,3,2,3","13.4"
"1448","15","1","9","147.156.150.11","l15","1568967569",NULL,"30","100","7","19","0","ADE","4","203","0","41","3","6","50","50","148,305,109,171,150,251","60","360",NULL,"400","110","50","5","2","2","10","40","3","884.4","Intentar que muchos círculos se unieran a mi.","Intentar que muchos círculos se unieran a ellos. ",,"1,2,3,4,5","1","6","40","0","3","0,0,0,1,1","1.6","5","5","4","1","3","35","1","4","0,4,1,4,2,4,0,2,0,3","15.9"
"1409","15","1","10","147.156.150.41","l54","1568967458",NULL,"30","100","7","19","1","derecho","4","203","0","41","4","6","50","50","148,305,109,171,150,251","60","360",NULL,"400","110","50","5","4","2","10","40","3","703.5","intentar ganar los maximos puntos en beneficio neto","intentar ganar los maximos puntos en beneficio neto","no se entiende bien las instrucciones","3,4,2,5,1","5","6","120","0","3","0,0,0,0,1","2","5","6","4","0","3","19","33","1","1,4,2,0,1,3,3,3,4,4","15.9"
