"id","session","grp","match_id","id_unique","name","time_start","time_ready","period_time","started","round","age","gender","major","education","country_origin","ethnic","native","religion","nb_rounds","grp_size","session_size","duration","min_duration","max_duration","ready","endowment","crate","crate_sp","sufee","scroll","refresh_time","v","k","earnings_game","q1","q2","q3","order_slider","nb_pay_social","nb_slider","social_pay_own","social_pay_other","nb_pay_risk","risk","risk_pay","nb_comp","comp_1","comp_2","comp_3","comp_4","comp_5","comp_6","comp_7","comp_8","correct_comp","B5","final_pay"
"3","1","1","1","147.156.150.52","l74","1558685872",NULL,"30","100","7","21","0","Comunicación","4","203","0","41","1","6","50","50","250,255,295,153,98,280","60","360",NULL,"400","110","50","5","3","2","10","40","1161.7","No solicitar conexiones al principio, solo crear 2 conexiones con otros dos participantes que me las propusieran a mí, y tratar de mantener solo 2 conexiones en todo momento para evitar la penalización","No lo sé",,"5,3,1,4,2","2","6","34","24","1","0,0,0,1,1","1.6","5","5","4","1","49","35","18",NULL,NULL,"4","4,4,4,4,0,2,0,4,0,4","18.3"
"46","1","1","2","147.156.150.35","l48","1558686002",NULL,"30","100","7","20","1","Ciencias Sociales","4","203","0","41","0","6","50","50","250,255,295,153,98,280","60","360",NULL,"400","110","50","5","5","2","10","40","1081.7","Analizar los nudos que me generaban conexión y se soltaban, pudiendo así ser intermediario","Probar diferentes conexiones e ir cambiando en fundición de si le sumaban o restaban puntos",,"5,1,2,4,3","1","6","33.2","20.4","4","0,0,0,1,1","0.1","5","4","5","0","34","35","18",NULL,NULL,"1","0,3,4,3,0,4,1,1,3,4","15.8"
"8","1","1","3","147.156.150.9","l13","1558685887",NULL,"30","100","7","24","1","Educación Social","4","203","0","41","1","6","50","50","250,255,295,153,98,280","60","360",NULL,"400","110","50","5","3","2","10","40","716.6","Cuando mi marcador estaba en verde intentaba no cambiar las conexiones.","No lo sé",,"4,5,1,3,2","1","6","40","0","4","0,0,0,0,0","2","5","5","4","1","3","35","18",NULL,NULL,"4","1,3,0,2,1,4,0,3,1,3","14.8"
"7","1","1","4","147.156.150.59","l76","1558685885",NULL,"30","100","7","18","0","Quimica","4","203","0","41","3","6","50","50","250,255,295,153,98,280","60","360",NULL,"400","110","50","5","9","2","10","40","864","Hacer pocas conexiones para no gastar mucho","Hacer muchas conexiones y al final del ultimo minuto eliminarlas",,"1,2,3,5,4","2","6","37.6","9.6","2","0,0,1,1,1","1.6","5","5","4","1","1","35","1",NULL,NULL,"4","3,4,4,3,4,3,0,3,4,4","15.7"
"22","1","1","5","147.156.150.19","l25","1558685929",NULL,"30","100","7","20","1","Educación","4","203","0","41","1","6","50","50","250,255,295,153,98,280","60","360",NULL,"400","110","50","5","9","2","10","40","761.8","Realizar poca cantidad de conexiones tratando de seleccionar aquellas que tuviesen mayor puntuación.","Realizar muchas conexiones.",,"4,2,5,1,3","2","6","32","32","3","0,0,0,0,1","1.6","5","5","4","1","3","34","18",NULL,NULL,"4","3,4,1,3,2,2,0,4,2,3","14.7"
"45","1","1","6","147.156.150.37","l43","1558686001",NULL,"30","100","7","21","1","ciencias de la educación","4","203","0","41","1","6","50","50","250,255,295,153,98,280","60","360",NULL,"400","110","50","5","8","2","10","40","1001.8","ver que conexión me aportaba ganancias. Las que no me aportaban, las eliminaba.","la misma que la mía, supongo.",".","5,2,3,1,4","2","6","32","32","4","0,0,0,0,1","2","5","5","4","1","3","42","18",NULL,NULL,"4","0,4,3,0,3,4,1,3,2,3","17.3"
"28","1","1","7","147.156.150.31","l31","1558685951",NULL,"30","100","7","27","0","Finanzas","8","203","0","41","1","6","50","50","250,255,295,153,98,280","60","360",NULL,"400","110","50","5","3","2","10","40","1106.5","Mucha gente que no se enteraba mucho estaba por las esquinas sola y no hacían muchos cambios, me unía a la gente más inactiva porque muchas veces se quedaban solos conmigo como enlace solo, y así podía ser crítico, pero al no poder controlar el tiempo en el que se toman los resultados siempre va a depender de la suerte","Unirse a todo lo que se menea sin pensar","Creo que debería de poder controlarse de alguna manera el tiempo en el que se toman los resultados aunque sea en 1 de las rondas, sino depende mucho de la suerte","5,2,3,4,1","4","6","60","0","2","0,0,0,0,1","2","5","5","4","1","3","19","18",NULL,NULL,"5","0,4,3,4,4,4,0,2,0,0","18.8"
"20","1","1","8","147.156.150.51","l65","1558685922",NULL,"30","100","7","20","0","Farmacia","4","203","0","41","4","6","50","50","250,255,295,153,98,280","60","360",NULL,"400","110","50","5","2","2","10","40","1097","Esperar para ser un enlace entre cuatro puntos distintos y así ser el punto de conexión","Entre pocos, la misma que yo y los demás ir probando hasta tener muchos puntos",,"5,1,2,3,4","4","6","49.8","20.4","5","0,0,1,1,1","0.1","5","4","4","3","3","29","30",NULL,NULL,"1","2,4,1,4,2,3,1,3,0,4","16.3"
"34","1","1","9","147.156.150.41","l54","1558685963",NULL,"30","100","7","21","0","Economía","4","203","0","41","1","6","50","50","250,255,295,153,98,280","60","360",NULL,"400","110","50","5","5","2","10","40","1161.7","Generar dos conexiones e ir cambiándolas o no dependiendo de los beneficios obtenidos en cada momento.","Cambiar las relaciones o no dependiendo de sus beneficios.",,"3,5,2,4,1","5","6","120","0","3","0,0,0,0,0","2","5","6","4","1","3","19","16",NULL,NULL,"3","4,3,1,4,3,1,1,3,0,2","20.3"
"19","1","1","10","147.156.150.17","l23","1558685921",NULL,"30","100","7","21","1","ingeniería","4","203","0","41","1","6","50","50","250,255,295,153,98,280","60","360",NULL,"400","110","50","5","9","2","10","40","1149.6","Ir probando e intentar mantener una puntuación alta durante los 6 minutos para asegurarme ganancias.","La de algunos se veía claro que era realizar la mayor cantidad de enlaces.",,"1,3,2,4,5","1","6","30","30","2","0,0,0,1,1","1.6","5","5","4","0","3","48","18",NULL,NULL,"3","3,3,1,4,0,3,0,4,1,4","18"
