"id","session","grp","match_id","id_unique","name","time_start","time_ready","period_time","started","round","age","gender","major","education","country_origin","ethnic","native","religion","nb_rounds","grp_size","session_size","duration","min_duration","max_duration","ready","endowment","crate","crate_sp","sufee","scroll","refresh_time","v","k","earnings_game","q1","q2","q3","order_slider","nb_pay_social","nb_slider","social_pay_own","social_pay_other","nb_pay_risk","risk","risk_pay","nb_comp","comp_1","comp_2","comp_3","comp_4","comp_5","comp_6","comp_7","comp_8","correct_comp","B5","final_pay"
"823","9","1","1","150.128.49.2","c15","1562658393",NULL,"30","100","7","26","0","Medicina","4","203","0","41","3","6","100","100","64,184,98,141,319,271","60","360",NULL,"800","220","50","5","8","2","10","80","1764.2","Limitar los enlaces y buscar series cortas de enlaces en la periferia","Crear una red de enlaces en el centro",,"4,3,5,1,2","3","6","30.6","29.4","5","0,0,1,1,1","3.85","5","5","6","0","3","68","37",NULL,NULL,"3","4,4,3,1,0,2,0,2,3,4","17.9"
"843","9","1","2","150.128.49.2","c23","1562658453",NULL,"30","100","7","21","0","Economia","4","180","0","30","9","6","100","100","64,184,98,141,319,271","60","360",NULL,"800","220","50","5","4","2","10","80","2880.3","Intentar buscar el mayor beneficio por mediacion, buscando nodos que no estaban conectados a ningun otro y conectarme con ellos","Buscar el mayor numero de conexiones",,"3,2,4,1,5","5","6","45.6","24.8","5","0,1,1,1,1","0.1","5","5","6","1","1","1","1",NULL,NULL,"5","3,4,3,2,1,3,2,2,3,4","19.7"
"825","9","1","3","150.128.49.2","c14","1562658398",NULL,"30","100","7","27","0",,"1","203","0","41","4","6","100","100","64,184,98,141,319,271","60","360",NULL,"800","220","50","5","5","2","10","80","1536.6","azar","azar",,"3,4,5,1,2","2","6","40","0","2","0,0,1,1,1","2","5","5","6","0","75","96","93",NULL,NULL,"2","2,2,2,2,2,2,2,2,2,2","15"
"851","9","1","4","147.156.150.31","l31","1562658522",NULL,"30","100","7","19","0","Arquitectura","4","203","0","41","1","6","100","100","64,184,98,141,319,271","60","360",NULL,"800","220","50","5","1","2","10","80","2164.2","Totalmente aleatoria","Ni idea","no gracias","3,1,5,2,4","1","6","32","24","1","0,0,0,0,1","1.6","5","5","4","0","97","72","38",NULL,NULL,"1","3,4,3,3,0,2,2,1,1,3","17.3"
"841","9","1","5","150.128.49.2","c27","1562658445",NULL,"30","100","7","22","0","Criminología y seguridad ","4","203","0","41","0","6","100","100","64,184,98,141,319,271","60","360",NULL,"800","220","50","5","3","2","10","80","1924.3","La estrategia en principio fue estar conectado en el centro. Posteriormente se cambió a intentar generar las menores conexiones con el mayor beneficio","Generar las menores conexiones para ganar el máximo beneficio",,"1,5,3,4,2","4","6","49.8","20.4","1","0,0,0,1,1","1.6","5","5","6","1","83","68","83",NULL,NULL,"3","1,3,3,2,3,4,2,4,2,3","16.7"
"858","9","1","6","147.156.150.30","l46","1562658531",NULL,"30","100","7","22","1","Doble grado en Derecho + ADE","4","203","0","41","4","6","100","100","64,184,98,141,319,271","60","360",NULL,"800","220","50","5","5","2","10","80","1783.9","Buscar buenas conexiones","Buscar buenas conexiones",,"3,2,5,1,4","2","6","40","0","3","0,0,1,1,1","0.1","5","5","6","1","72","68","37",NULL,NULL,"4","4,4,1,3,1,1,1,3,1,0","14.5"
"896","9","1","7","147.156.150.11","l15","1562658585",NULL,"30","100","7","23","1","derecho y criminología","4","203","0","41","4","6","100","100","64,184,98,141,319,271","60","360",NULL,"800","220","50","5","8","2","10","80","2123.5","Esperar a que hicieran conexiones y hacer solo dos o tres ","La misma",,"1,4,5,3,2","3","6","40.2","19.8","5","0,0,0,0,0","1.6","5","5","6","0","25","67","37",NULL,NULL,"3","3,4,0,0,2,3,1,4,4,3","17.5"
"809","9","1","8","150.128.49.2","c04","1562658365",NULL,"30","100","7","32","0","Psicología ","6","43","2","41","2","6","100","100","64,184,98,141,319,271","60","360",NULL,"800","220","50","5","1","2","10","80","1115.5","Simplemente experimentar e intentar aprender la lógica de interacción subyacente ","Creo que hubo dos estrategias mayoritarias aquellos que buscaban convertirse en nodos centrales acaparando el máximo de conexiones y aquellos que buscaron mantenerse al margen con el máximo de estabilidad posible","Muy interesante experimento! Me gustaría aprender más al respecto.","5,4,2,3,1","3","6","30","30","3","0,0,0,1,1","1.6","5","5","6","0","3","68","86",NULL,NULL,"2","3,3,1,3,1,2,0,3,2,3","12.5"
"888","9","1","9","147.156.150.60","l78","1562658570",NULL,"30","100","7","20","1",,"4","203","0","41","0","6","100","100","64,184,98,141,319,271","60","360",NULL,"800","220","50","5","2","2","10","80","1463","Tener conexiones pero sin ""perdidas"" y ver que pasaba","Algunos hacer tantas conexiones como fuese posible, otros conectarse solo a 1 y alguno habrá jugado con más cabeza",,"4,2,1,3,5","2","6","34.4","22.4","4","0,0,0,0,1","2","5","3","6","1","3","67","37",NULL,NULL,"3","3,4,4,0,2,1,1,2,4,2","14.7"
"806","9","1","10","150.128.49.2","c03","1562658359",NULL,"30","100","7","23","1","Psicobiología","6","203","0","41","0","6","100","100","64,184,98,141,319,271","60","360",NULL,"800","220","50","5","5","2","10","80","1924.3","Mantener enlaces con los nodos exteriores y en general, no realizar muchos enlaces.","Ir cambiando de nodos constantemente.",,"3,1,2,4,5","1","6","30","30","2","0,0,0,0,1","1.6","5","5","6","1","7","99","41",NULL,NULL,"3","3,3,3,2,1,1,1,3,3,3","16.3"
"872","9","1","11","147.156.150.37","l43","1562658549",NULL,"30","100","7","19","0",,"1","203","0","41","1","6","100","100","64,184,98,141,319,271","60","360",NULL,"800","220","50","5","5","2","10","80","2096.8","Ser el jugador crítico para el mayor número de personas posibles durante la partida. ","En la mayoría de los casos pulsar aleatoriamente los círculos. ",,"3,5,2,4,1","3","6","57","3","2","0,0,1,1,1","2","5","5","6","0","1","36","37",NULL,NULL,"4","0,4,3,4,0,4,0,4,0,4","18.2"
"869","9","1","12","147.156.150.35","l48","1562658544",NULL,"30","100","7","18","0","MATEMÁTICAS","4","203","0","41","1","6","100","100","64,184,98,141,319,271","60","360",NULL,"800","220","50","5","5","2","10","80","2324.2","CONECTARME ÚNICAMENTE A OTRAS 2 PERSONAS","EN GENERAL, LA MISMA",,"3,4,2,1,5","1","6","40","0","5","0,0,0,0,0","2","5","5","6","1","1","1","1",NULL,NULL,"5","3,1,4,3,4,2,1,2,3,1","18.9"
"819","9","1","13","150.128.49.2","c39","1562658385",NULL,"30","100","7","21","1","Filosofia","4","203","2","41","1","6","100","100","64,184,98,141,319,271","60","360",NULL,"800","220","50","5","3","2","10","80","2103.2","Conectarme maximo a tres con beneficios positivos","La misma",,"5,2,1,4,3","5","6","120","0","4","0,0,0,1,1","3.85","5","6","6","1","88","86","83",NULL,NULL,"2","3,3,3,1,0,2,0,3,3,4","21.1"
"857","9","1","14","147.156.150.34","l33","1562658529",NULL,"30","100","7","37","0","Finanzas","5","172","2","42","12","6","100","100","64,184,98,141,319,271","60","360",NULL,"800","220","50","5","5","2","10","80","644.2","Evaluar la dinámica del mercado","Igual, evaluar como se comportaba los demás participantes.","Interesante experimento","1,5,4,2,3","2","6","32","32","4","1,1,1,1,1","3.85","5","6","6","0","3","68","37",NULL,NULL,"2","4,4,0,4,0,4,0,4,0,4","12.7"
"826","9","1","15","150.128.49.2","c09","1562658398",NULL,"30","100","7","58","1",,"8","203","0","41","0","6","100","100","64,184,98,141,319,271","60","360",NULL,"800","220","50","5","9","2","10","80","2348.7","ganar lo mas posible","la misma que la mia",,"5,4,2,3,1","5","6","120","0","5","1,1,1,1,1","0.1","5","6","6","3","72","1","37",NULL,NULL,"3","3,4,0,1,0,3,0,4,3,4","18.5"
"805","9","1","16","150.128.49.2","c22","1562658356",NULL,"30","100","7","49","1","formacion profesional","8","203","0","41","4","6","100","100","64,184,98,141,319,271","60","360",NULL,"800","220","50","5","6","2","10","80","2176.8","un poco a lo loco","intentra estar en el centro",,"1,5,2,3,4","4","6","57.6","4.8","1","0,1,1,1,1","1.6","5","5","6","5","72","36","99",NULL,NULL,"2","0,4,4,2,4,4,0,4,3,4","17.9"
"893","9","1","17","147.156.150.6","l12","1562658580",NULL,"30","100","7","21","0",,"1","26","2","41","4","6","100","100","64,184,98,141,319,271","60","360",NULL,"800","220","50","5","1","2","10","80","804.2","era intentar mas conseguir participantes","intentar conseguir mas hasta que vean que tienen mas puntos",,"4,3,2,5,1","3","6","30","30","3","0,0,0,1,1","2","5","6","6","5","3","68","37",NULL,NULL,"2","2,3,2,1,2,3,1,2,4,2","11.5"
"827","9","1","18","150.128.49.2","c37","1562658401",NULL,"30","100","7","52","0",,"1","203","2","41","1","6","100","100","64,184,98,141,319,271","60","360",NULL,"800","220","50","5","6","2","10","80","1204.2","unirme al mayor numero de conexiones","ni idea",,"5,1,2,4,3","5","6","99.6","6.8","3","0,0,0,0,1","2","5","5","4","1","72","68","1",NULL,NULL,"2","3,4,2,3,4,3,1,1,0,4","14.7"
"873","9","1","19","147.156.150.32","l36","1562658550",NULL,"30","100","7","18","0","Ingeniería de Telecomunicaciones + ADE","4","203","0","41","0","6","100","100","64,184,98,141,319,271","60","360",NULL,"800","220","50","5","2","2","10","80","2150.8","Observar qué conexiones generaban pérdidas y cuales ganancias. Por otro lado, intentar tener conexiones con gente que no se había conectado a nadie más.","Algunos intentaban generar el máximo número de conexiones posibles, lo cual en la mayoría de casos generaba pérdidas.",,"1,2,3,5,4","3","6","60","0","3","0,0,0,1,1","1.6","5","0","6","5","1","68","36",NULL,NULL,"2","0,4,3,1,1,2,3,4,4,4","17.8"
"882","9","1","20","147.156.150.52","l74","1562658557",NULL,"30","100","7","20","0","salud","4","203","0","41","3","6","100","100","64,184,98,141,319,271","60","360",NULL,"800","220","50","5","7","2","10","80","2185.8","mantenerme al margen de la grandes conexiones","intentar ser el nodo principal",,"1,5,3,4,2","2","6","32","32","1","0,0,0,0,1","1.6","5","6","6","0","72","68","37",NULL,NULL,"2","0,4,3,4,4,4,2,3,1,4","17.5"
"884","9","1","21","147.156.150.23","l38","1562658561",NULL,"30","100","7","22","0","Administracion de Empresas","1","235","2","41","0","6","100","100","64,184,98,141,319,271","60","360",NULL,"800","220","50","5","5","2","10","80","1675.5","Minimizar costes de conexion, enlazando nodos apartados para ser critico","hacer click hasta que salga verde","dificil visualizar las conexiones","2,5,3,1,4","5","6","99.6","6.8","3","0,0,0,0,1","2","5","5","6","1","88","35","18",NULL,NULL,"3","3,4,3,4,0,1,0,4,0,2","17"
"849","9","1","22","147.156.150.62","l81","1562658521",NULL,"30","100","7","20","1",,"4","203","0","41","1","6","100","100","64,184,98,141,319,271","60","360",NULL,"800","220","50","5","1","2","10","80","2244.2","que las ganancias fueran mayores","que las conexiones generaran ganancias",,"2,4,1,5,3","4","6","60","0","4","0,0,0,1,1","3.85","5","5","6","1","3","68","37",NULL,NULL,"4","3,4,3,1,2,1,0,3,3,3","20.8"
"865","9","1","23","147.156.150.67","l86","1562658539",NULL,"30","100","7","18","1","biologia","1","203","0","41","1","6","100","100","64,184,98,141,319,271","60","360",NULL,"800","220","50","5","5","2","10","80","2084.3","conectarse a poca gente, e ir comprobando los puntos","guiarse según los puntos",,"2,3,1,4,5","3","6","30","30","3","0,0,0,1,1","1.6","5","5","6","1","3","69","37",NULL,NULL,"4","1,4,3,1,4,3,1,1,4,2","17.1"
"895","9","1","24","147.156.150.9","l13","1562658584",NULL,"30","100","7","27","1","DERECHO","5","203","0","41","1","6","100","100","64,184,98,141,319,271","60","360",NULL,"800","220","50","5","3","2","10","80","2724.8","Intentar ser enlace de muchos y seguir a un máximo de 3 personas","No lo se porque es muy rápido y no te da tiempo",,"4,3,2,5,1","2","6","34.8","20.8","4","0,0,1,1,1","3.85","5","6","6","1","1","36","84",NULL,NULL,"3","1,4,0,4,0,3,0,3,2,4","22.3"
"881","9","1","25","147.156.150.20","l37","1562658556",NULL,"30","100","7","20","1","Enfermería","4","203","0","41","1","6","100","100","64,184,98,141,319,271","60","360",NULL,"800","220","50","5","1","2","10","80","1844.3","El azar","El azar",,"5,3,1,4,2","5","6","30","30","2","0,0,0,1,1","2","5","6","6","0","1","88","37",NULL,NULL,"3","0,4,3,1,1,3,0,4,2,3","16.3"
"836","9","1","26","150.128.49.2","c32","1562658425",NULL,"30","100","7","27","0","Física","6","203","0","41","1","6","100","100","64,184,98,141,319,271","60","360",NULL,"800","220","50","5","4","2","10","80","2269.1","Crear dos enlaces con los vecinos de los extremos","Crear muchos enlaces y la misma estrategia que yo",,"1,2,5,4,3","1","6","19.2","62.4","5","0,0,0,1,1","3.85","5","6","6","1","90","35","99",NULL,NULL,"2","3,4,2,3,3,2,0,3,1,1","19.9"
"867","9","1","27","147.156.150.29","l35","1562658543",NULL,"30","100","7","21","0","diseño","4","203","0","41","1","6","100","100","64,184,98,141,319,271","60","360",NULL,"800","220","50","5","9","2","10","80","2182.9","tener como máximo dos conexiones para no tener un coste de conexiones alto","la misma o ir a la birulé",,"5,3,1,4,2","3","6","30","30","3","0,0,0,0,0","2","5","6","6","0","3","67","37",NULL,NULL,"2","0,2,2,4,0,4,2,1,1,4","17.8"
"820","9","1","28","150.128.49.2","c07","1562658386",NULL,"30","100","7","30","1","grado medio","4","203","0","41","1","6","100","100","64,184,98,141,319,271","60","360",NULL,"800","220","50","5","5","2","10","80","1604.4","mi estrategia es jugar","jugar ",,"2,1,3,4,5","2","6","33.6","25.6","5","0,1,1,1,1","3.85","5","0","0","1","25","36","1",NULL,NULL,"1","2,3,1,1,1,3,0,3,3,3","17"
"802","9","1","29","150.128.49.2","c01","1562658346",NULL,"30","100","7","23","0","Administración y Fiananzas","8","203","0","41","1","6","100","100","64,184,98,141,319,271","60","360",NULL,"800","220","50","5","1","2","10","80","2185.1","Fue unirme con poca gente y no mandar solicitudes a lo loco, solo me unia con los que yo queria. y hacía mas o menos un máximo de 3 conexiones ","la estrategia de la gente creo que ha sido la de tocar botones al azar, cuantas mas conexiones mejor. ","El experimento da un poco de rabía, porque hay momento en los que estas con unas buenas ganancias, pero dependes de los demas y de que se tome justo en el momento en el que mas tienes.
Considero que es mas suerte que otra cosa. no creo que se pueda sacar mucha cosa en claro.","4,5,1,2,3","3","6","60","0","3","0,0,0,1,1","2","5","6","6","1","3","96","37",NULL,NULL,"3","0,4,3,2,4,4,0,3,2,3","18.5"
"868","9","1","30","147.156.150.48","l63","1562658544",NULL,"30","100","7","23","0","Ingenieria Caminos Canales y Puertos","5","203","0","41","0","6","100","100","64,184,98,141,319,271","60","360",NULL,"800","220","50","5","1","2","10","80","1604.2","Conseguir la mayor relevancia en la red con el menor numero de enlaces, dejando así los riesgos de puntuaciones negativas muy bajos ","Crear muchos enlaces",,"2,3,5,4,1","3","6","40.2","19.8","5","0,0,1,1,1","3.85","5","6","6","1","3","1","37",NULL,NULL,"4","3,4,3,4,3,3,0,4,0,4","17.4"
"856","9","1","31","147.156.150.40","l53","1562658529",NULL,"30","100","7","20","1","DERECHO","4","203","0","41","4","6","100","100","64,184,98,141,319,271","60","360",NULL,"800","220","50","5","5","2","10","80","1825.6","NINGUNA EN PARTICULAR","NO LO SE",,"5,2,1,4,3","3","6","60","0","3","0,0,1,1,1","3.85","5","6","6","1","3","69","37",NULL,NULL,"3","0,4,3,3,2,4,3,2,1,2","18.7"
"892","9","1","32","147.156.150.13","l17","1562658579",NULL,"30","100","7","23","1","Trabajo Social","4","203","0","41","4","6","100","100","64,184,98,141,319,271","60","360",NULL,"800","220","50","5","8","2","10","80","2164.2","Dejar que fluyera el experimento","Igual","En la pregunta de ""¿Cuál es tu raza étnica?"", para futuros experimentos, está mal formulada dicha pregunta, ya que, los seres humanos no pertenecen a ninguna raza. Los animales son los únicos que pertenecen a ""razas"", los seres humanos a ""étnias"".","4,1,2,3,5","1","6","30","30","2","0,1,1,1,1","0.1","5","6","6","1","25","67","37",NULL,NULL,"3","3,4,3,4,1,3,0,1,2,3","15.9"
"813","9","1","33","150.128.49.2","c19","1562658373",NULL,"30","100","7","30","1","Finanzas y contabilidad","4","172","2","41","4","6","100","100","64,184,98,141,319,271","60","360",NULL,"800","220","50","5","3","2","10","80","1204.2","intentar no estar asociada a nodos que tengan pérdidas","la misma o asociarse a muchos nodos para tener mayores probabilidades de ganar más puntos",,"5,2,4,1,3","2","6","38.8","4.8","2","0,0,0,1,1","1.6","5","6","6","2","72","1","71",NULL,NULL,"2","1,2,3,3,3,2,3,3,2,1","13.1"
"876","9","1","34","147.156.150.36","l42","1562658551",NULL,"30","100","7","25","0","ingenieria civil","4","203","0","41","4","6","100","100","64,184,98,141,319,271","60","360",NULL,"800","220","50","5","3","2","10","80","2401.1","intentar conseguir las maximas uniones criticas ","la misma que la mia ",,"4,1,5,2,3","2","6","32","32","5","0,0,0,0,1","3.85","5","5","6","2","3","69","37",NULL,NULL,"3","2,4,1,3,2,3,1,3,2,3","20.8"
"875","9","1","35","147.156.150.57","l72","1562658551",NULL,"30","100","7","25","0","bioquimica","5","230","5","8","0","6","100","100","64,184,98,141,319,271","60","360",NULL,"800","220","50","5","2","2","10","80","2246.7","mantener dos conneciones por 300 punots","conectarse con la mayor cantidad posible","no","3,2,5,4,1","1","6","18","66","1","0,0,0,1,1","1.6","5","5","6","1","3","68","37",NULL,NULL,"4","1,4,3,4,3,4,1,3,0,4","17.7"
"808","9","1","36","150.128.49.2","c21","1562658361",NULL,"30","100","7","49","1",,"0","203","0","41","4","6","100","100","64,184,98,141,319,271","60","360",NULL,"800","220","50","5","4","2","10","80","2075.5","Intentar ser el nucleo que une una red","la misma",,"4,5,1,3,2","2","6","27.6","49.6","1","0,0,0,0,0","1.6","5","5","6","1","77","68","46",NULL,NULL,"3","3,4,0,3,2,4,1,4,2,3","17"
"833","9","1","37","150.128.49.2","c11","1562658415",NULL,"30","100","7","20","0",,"4","203","0","41","1","6","100","100","64,184,98,141,319,271","60","360",NULL,"800","220","50","5","4","2","10","80","2324.2","Pues conectarme con dos personas siempre, si había alguna más que fuera poco conexa. Lo que intentaba era un un grafo sin ciclos, porque tendrías más ganancias de conexión y por pasar o hacer un grafo en forma circular y con un nodo conectado a mi. ","Pues no lo sé, había varias, había gente que no paraba de conectarse que creo que no tenían ninguna pero luego había gente que se conectaba a gente poco conexa.",,"1,4,2,3,5","4","6","0","120","4","0,0,0,0,1","2","5","5","6","1","3","68","37",NULL,NULL,"4","4,3,4,2,1,0,1,3,3,4","18"
"879","9","1","38","147.156.150.26","l41","1562658554",NULL,"30","100","7","18","1","biotecnologia","4","203","0","41","0","6","100","100","64,184,98,141,319,271","60","360",NULL,"800","220","50","5","8","2","10","80","884.3","Ir cambiando las conexiones cuando no resultaban propicias.","Hacer muchas conexiones al al azar al principio, y después ir descartando.",,"1,2,4,5,3","3","6","33","27","4","0,0,0,0,0","1.6","5","5","6","1","1","1","36",NULL,NULL,"5","1,4,1,4,3,4,1,3,0,3","11.9"
"890","9","1","39","147.156.150.14","l18","1562658575",NULL,"30","100","7","19","1",,"1","203","2","41","1","6","100","100","64,184,98,141,319,271","60","360",NULL,"800","220","50","5","7","2","10","80","-90.9","conectarme a los que más enlaces tenían","igual o similar
",,"5,1,2,4,3","5","6","30","30","1","0,0,0,0,0","1.6","5","6","4","2","1","1","1",NULL,NULL,"2","1,4,2,1,1,4,2,3,2,3","7.4"
